GENE.NAME,CTRL0_A,CTRL0_B,CTRL0_C,TRT0_A,TRT0_B,TRT0_C,CTRL12_A,CTRL12_B,CTRL12_C,TRT12_A,TRT12_B,TRT12_C,TRT24_A,TRT24_B,TRT24_C,CTRL24_A,CTRL24_B,CTRL36_A,CTRL36_B,CTRL36_C,TRT36_A,TRT36_B,TRT36_C
hli13,5680,6111,3436,3208,4838,5021,4253,3828,5612,1046,2602,1434,78,44,28,4165,5749,6569,4230,6920,59,80,33
PMM1319,230,263,217,158,220,381,1095,931,869,250,676,251,8,8,2,378,336,944,511,1058,3,12,6
cds-WP_011132954.1,527,749,524,358,528,837,2635,3012,2756,630,1595,506,11,12,14,863,573,2084,805,2696,17,26,15
himA,9314,18629,12831,12246,11165,17087,67619,111261,100642,15578,39635,11225,256,260,192,24159,25429,107561,76543,99778,565,738,386
glgX,1285,1712,1254,1111,1445,2216,10234,8393,8680,2644,9140,4526,177,145,109,2106,1398,6743,4375,7614,88,137,71
glcH,8103,8964,8128,5826,4518,9476,14714,11044,9395,3171,11892,6354,449,308,162,13101,8957,11558,5748,15522,99,161,101
ycf63,5693,7293,6234,4626,4007,7776,10320,7449,6805,2094,7595,4131,268,215,84,9925,6644,7820,4393,11281,64,136,78
PMM1325,5081,5749,5235,2280,3034,6736,5744,4581,4100,748,4342,2051,173,147,57,6551,4099,3469,1433,5858,22,101,49
PMM1326,4207,4901,4533,2298,2637,5984,7757,5774,3921,1378,6407,3115,273,178,52,6068,3606,4378,2395,6526,42,110,51
plsY,2106,2346,1829,1475,1206,2656,3340,2339,1994,745,3294,1681,147,51,27,2575,1958,2086,1308,3211,27,47,31
pyrF,473,485,451,314,454,728,1100,888,1094,236,620,257,14,15,15,528,550,735,427,872,7,20,17
tyrS,2139,2680,2075,1532,2121,3578,6066,4618,4951,1133,2596,1049,52,51,56,3477,3076,5027,3583,5959,47,110,47
PMM1330,2191,2511,1500,1433,1635,2613,4310,3221,3170,865,1644,691,38,41,26,2409,2322,4082,3269,4601,39,43,33
PMM1331,1735,2028,1311,1007,1418,2076,4769,3863,3992,758,2103,826,41,22,28,1914,1836,3634,2007,4746,23,47,30
pepA,10220,11993,6588,7917,8704,9537,11647,8918,9442,2654,7540,3814,346,204,72,6308,7750,9447,7160,11099,88,122,72
msrA_2,2033,2519,1675,1886,1817,2784,3296,2935,3123,823,2676,1233,130,135,51,2324,2020,3554,1964,3825,45,54,48
lpxB,820,873,981,690,828,1899,1359,1088,1078,447,1492,735,72,66,25,1157,1239,915,631,1057,19,29,15
fabZ,6024,5177,5478,4121,3666,8791,3412,3457,3499,1054,3168,1414,211,166,82,8025,10958,4392,2336,4424,48,76,42
lpxC,2954,3033,3110,2428,2219,5292,3227,3034,2984,1100,3224,1497,175,146,60,4617,5071,3392,1844,3725,41,82,37
IAP75,9027,11585,13478,9059,7005,19151,21334,18229,18088,4735,12309,5303,452,432,240,22803,19650,21276,14105,26353,207,370,203
purC,3494,4080,3806,2702,2288,5281,6864,6472,4872,1160,3058,1127,80,85,44,5735,5330,6682,3572,8368,40,106,33
purD,3442,4042,2472,2909,2814,4288,4828,3317,3363,1022,2625,1286,178,162,87,3615,3364,3439,2211,4270,50,117,58
nblS,8107,9680,7891,6991,6747,10269,12538,9722,9325,2284,5579,2191,191,212,138,9507,8736,9574,6356,11098,92,177,91
kaiC,5266,7370,6179,4850,4417,8152,10384,7765,7496,2239,5087,2378,223,160,63,10091,7472,10004,7020,12139,80,153,98
kaiB,564,801,823,428,488,1022,867,676,573,197,649,304,53,15,5,1313,1140,808,462,939,7,8,6
rplU,32897,37426,31255,23882,21548,40924,18123,16527,18734,4488,8590,2757,244,290,166,46888,39959,24177,17653,23060,164,279,145
rpmA,26689,35712,32219,23368,21733,43229,16010,14699,17504,3995,7707,2532,284,285,157,45968,38209,20758,15609,20183,148,272,158
PMM1346,357,463,502,302,463,1042,843,517,497,212,856,423,55,53,7,849,1111,497,340,612,19,16,7
truB,1087,1561,1449,844,922,1983,3334,2034,1951,539,1827,994,150,144,74,2751,1109,1892,1260,2749,47,83,51
spoIID,189,270,276,166,253,522,1441,916,978,319,1056,497,30,29,10,529,396,866,522,962,10,20,16
rnz,1084,1348,1460,1061,1157,2321,6095,4508,4254,1773,5643,3044,217,153,81,3095,2230,4386,3013,5493,58,91,53
PMM1351,12303,14176,6686,10107,5721,8831,6423,6509,7744,1664,3966,1440,102,51,31,6472,5804,6503,4130,8058,61,103,37
petF,52580,108307,41368,65868,41798,44314,18464,23574,24577,4688,10699,4446,389,305,146,43856,43992,35257,23107,36168,156,267,110
prmA,2530,4338,2701,1772,2531,3467,5055,4997,4466,847,2402,1116,92,58,34,3718,2695,5042,2108,6686,41,57,27
serA,9096,12662,7594,9212,7599,9753,18454,17648,18379,5172,8771,3286,145,129,67,12109,11169,20225,16820,23508,152,210,123
PMM1355,1822,2286,1773,1049,1250,2521,4561,3209,3136,562,1482,716,61,59,24,3288,2880,3958,2621,5361,31,37,28
PMM1356,427,533,521,354,371,837,1876,1106,1160,385,643,346,17,20,13,1084,759,1229,754,1617,11,22,18
PMM1357,3520,5766,1700,1893,2318,1930,729,601,501,134,311,138,22,12,14,979,893,389,207,617,6,9,11
PMM1358,2126,3886,1595,1827,1722,1885,1656,1259,870,261,644,264,23,20,9,1361,1087,984,546,1364,9,8,12
PMM1359,36392,43859,11155,31530,20098,17978,1152,762,973,226,797,448,72,87,45,2676,3501,551,317,839,12,31,28
PMM1360,2598,3971,1078,1483,1874,1435,1409,904,565,167,765,373,44,32,27,793,499,544,320,830,12,16,8
PMM1361,8729,13957,3165,6280,6707,3847,1532,1017,951,272,843,383,60,37,25,1947,1660,1067,808,1456,19,23,24
PMM1362,92,156,91,64,91,187,395,360,265,71,315,156,11,8,1,179,119,229,121,348,1,4,5
murD,403,506,426,261,460,917,1933,1429,1894,502,2613,1280,34,53,32,920,779,1311,859,1748,27,38,23
PMM1365,13916,34775,8411,8520,8146,8063,35351,26786,18638,3727,11327,3205,148,178,117,33903,7381,22530,16029,42343,149,286,121
PMM1366,538,968,701,457,897,1412,2266,1562,1587,424,1445,575,50,44,34,933,500,989,706,1313,12,39,11
PMM1367,2831,3522,1616,2299,2134,2066,1738,1228,1162,333,823,429,28,22,20,1473,1294,1396,951,1779,16,30,11
PMM1368,5726,7559,3392,4524,4005,4117,4369,2737,2471,801,1567,742,65,53,28,3644,3217,3721,2628,4257,31,45,31
PMM1370,400,623,536,341,393,876,1967,1444,1406,365,1011,442,28,35,30,854,688,1122,676,1376,17,29,23
PMM1371,637,704,752,281,505,1290,973,843,784,165,539,252,23,17,13,1288,1150,770,379,1056,15,25,13
PMM1373,406,583,737,360,423,1096,4957,3587,3060,629,1862,746,67,57,23,3003,2719,4121,2053,5271,32,56,21
PMM1374,476,1155,486,382,912,416,2502,2305,2482,753,441,276,7,8,7,999,703,4141,2215,5309,16,35,13
PMM1375,1626,2229,1173,94,1406,1172,1007,1070,1252,34,359,179,17,11,7,1140,972,956,67,1434,5,9,1
rbpD,399,784,335,349,354,460,1295,1032,719,201,675,207,29,29,15,577,302,617,375,971,7,17,5
PMM1377,2607,2222,2350,1615,1554,3680,4673,4095,4148,960,2898,1274,122,166,93,4130,4874,4838,3204,5362,61,66,46
desA,2379,2974,1812,2031,2173,3098,3169,2595,2741,643,2342,1079,92,90,57,1738,1625,2131,1407,2546,34,62,38
PMM1379,1885,3873,5327,850,2979,3459,912,642,507,150,415,225,23,35,15,9244,4536,1601,999,3214,8,31,6
PMM1380,1212,2988,2352,661,2856,2338,7136,4912,4756,1062,2461,1037,29,43,40,6658,3032,5758,4485,8383,34,77,40
PMM1381,349,515,426,213,301,639,1591,961,718,273,708,348,15,42,23,1040,483,972,526,1385,11,26,16
desB,5676,4574,7404,5387,3452,11623,9463,8429,13310,2640,5379,2254,167,166,119,10557,17223,12875,7332,12882,119,152,72
PMM1383,1657,3215,1430,781,1132,1260,4649,3997,3528,675,1682,621,32,22,19,3807,2667,4550,2299,6481,20,39,14
hli11,60539,147475,48879,86836,35045,40602,29398,28188,23743,5058,11261,8558,1070,1389,966,34454,19418,33199,28132,41095,564,544,548
ycf84,3532,3515,3457,2762,2286,5113,5554,4957,5059,1106,2573,996,44,63,37,5816,5448,6008,3466,7518,59,124,43
PMM1387,471,502,243,404,351,334,333,102,83,54,147,111,16,9,3,231,165,90,50,177,2,3,3
PMM1389,550,553,547,497,334,772,776,503,432,132,330,155,10,14,6,1029,623,473,360,637,8,15,14
PMM1391,174,219,175,43,103,219,1103,776,565,82,690,292,10,7,3,258,71,420,128,541,2,7,5
PMM1392,186,204,162,145,163,281,746,529,495,121,455,173,11,7,4,245,148,417,291,547,4,13,8
PMM1393,383,568,164,118,155,224,885,577,249,80,375,160,13,12,4,199,91,258,223,397,2,6,1
PMM1394,167,269,196,112,296,365,788,496,452,128,392,186,7,13,3,370,288,517,335,628,3,13,4
PMM1395,652,787,436,438,380,531,512,654,677,124,337,172,12,15,2,306,374,544,223,670,9,10,2
PMM1400,19766,37056,14531,10428,10520,13903,55084,34398,23118,6686,18228,11105,1328,1392,586,66704,16325,39819,27369,72844,344,643,345
PMM1401,1278,2590,1122,1038,1355,1398,6817,2899,2255,1164,2018,1225,67,80,49,1861,1016,3687,3080,5063,45,61,73
PMM1402,1080,2936,1215,519,1054,759,723,290,222,137,259,169,20,10,16,1750,656,481,325,928,24,35,13
PMM1403,161,197,92,223,117,256,371,212,235,365,1107,1640,394,333,95,172,149,131,133,263,66,37,57
hli5,27365,49779,8396,29672,7534,8026,4376,6116,6757,1854,17772,11172,8310,14617,1556,6459,6411,5104,3972,7279,1228,868,1219
PMM1405,4666,10397,4561,2118,3810,3033,7359,4953,3661,976,1964,1006,73,41,23,7519,3767,5207,3403,10127,24,51,18
PMM1406,1884,2540,1815,1395,1695,2360,4684,3735,3261,799,2412,1007,73,63,28,2701,1757,4529,2775,5349,46,58,31
PMM1407,2328,3267,2236,1879,2119,2598,6164,4666,3798,1083,2286,925,52,53,29,3248,2198,5785,3929,6845,53,74,42
PMM1408,1204,1860,1213,1240,1174,1392,3793,2997,2393,802,1344,567,26,21,15,1802,1354,3470,2531,4120,22,53,21
PMM1409,730,1125,665,741,656,828,2408,2471,2105,558,1132,534,22,21,14,1088,882,2639,2253,3035,22,42,28
PMM1410,83,124,92,56,78,208,528,260,212,52,207,121,16,12,16,187,79,192,112,268,5,7,5
PMM1412,1801,3089,2686,1797,1613,2999,13731,9342,6800,1907,3452,1128,63,29,38,14811,9194,16068,16132,20973,82,99,88
PMM1413,975,1720,984,966,1130,1206,1528,1661,1598,302,746,265,11,5,7,1621,1478,2508,2109,3153,9,18,11
PMM1414,954,1747,999,980,1035,1107,2278,1628,1700,474,782,393,14,18,13,1404,1056,2060,1673,2752,13,24,13
PMM1416,19260,23440,19011,22228,11376,20830,38441,30633,39269,9322,17118,14253,828,811,655,27875,20852,29661,17654,42024,347,424,273
cds-WP_011133046.1,784,1146,772,638,597,1248,2247,1443,924,318,1034,450,46,36,12,1381,663,943,696,1442,14,21,16
PMM1418,217,309,282,184,200,476,953,522,319,129,630,302,34,28,13,687,248,357,211,565,12,20,11
PMM1419,1357,2757,1697,964,2015,2116,3841,3458,2396,588,1618,585,49,22,12,2449,1391,4333,3479,5295,13,49,14
frdD,1321,1867,921,1134,1397,1429,572,460,452,126,528,282,24,37,19,583,514,425,217,539,14,20,10
cds-WP_011133050.1,3633,6226,2376,3308,4147,2965,1381,1029,1034,263,948,446,42,68,26,1422,1305,1144,849,1268,24,25,20
PMM1423,635,1218,647,295,540,758,997,640,685,130,597,370,51,44,30,873,562,578,284,1080,15,11,9
PMM1424,1059,2704,827,531,895,953,1258,827,754,168,785,420,66,78,53,1292,820,869,516,1504,23,34,19
PMM1425,495,761,773,410,706,1327,2951,2027,2352,642,2624,1367,113,158,107,1652,1245,2323,1546,3050,55,83,57
PMM1426,138,248,195,122,134,249,665,473,411,169,599,304,48,58,28,482,278,478,267,637,15,9,14
PMM1427,953,1290,1049,1268,1494,4210,1324,987,1567,942,3290,2474,595,802,227,1563,1387,1974,1277,2327,134,120,138
PMM1428,1650,2123,1531,1432,1652,4093,3147,2155,2231,1144,3917,2547,647,737,169,2295,1892,3343,1894,3982,121,91,171
PMM1429,869,2074,1440,652,1549,1806,2254,2457,5850,581,1201,712,41,35,18,1208,857,4825,3005,4915,33,60,24
PMM1430,3944,5798,4093,3493,3755,6424,5807,5846,6263,1381,3263,1216,74,74,54,5952,4902,6490,4242,6721,41,86,49
rpoZ,4551,6260,4328,4154,3816,6200,5878,6134,6282,1544,3277,1225,69,61,31,5872,5707,7384,4976,7214,33,71,43
PMM1432,1409,1794,1646,1393,1318,2743,3408,2201,1741,726,2478,1417,185,213,57,2137,1646,1782,1153,2601,42,59,37
pyrR,628,1165,934,614,578,1189,2372,1845,1150,437,1567,751,73,55,27,1700,860,1770,1165,2498,18,39,14
gpmI,4746,6491,5302,3850,5178,7793,34084,28567,23350,6082,13715,5159,217,169,105,12520,8756,29208,23138,32549,183,276,130
secG,584,839,996,641,805,1486,2134,2079,1956,507,1412,555,36,33,11,1278,1318,2055,1380,1891,13,27,16
groEL,1033279,1178699,647695,714793,423724,653265,1457533,1189001,1090210,320200,511702,190526,5339,5460,3450,1428693,880511,1427118,986357,1903118,9778,14487,6662
groS,449308,580214,267739,286194,187108,258078,579493,512832,412269,114351,209006,68957,2491,2709,1389,633653,317043,540677,355153,731711,3438,5340,2147
atpD,194895,202133,208314,153168,115148,235673,41062,37463,36988,9914,16442,5067,1088,828,656,241399,287968,59653,43283,61123,421,562,367
atpC,55016,55941,60635,43165,36548,72788,10625,10395,10824,2680,5139,1432,305,171,180,70477,82280,14851,12137,16745,91,182,90
ycf65,18644,16964,17346,14039,11123,23790,16919,12958,17259,4559,6171,2591,162,115,94,24499,29406,19734,12095,20953,163,238,120
cds-WP_011133070.1,629,1235,710,614,545,792,1748,1011,981,287,372,171,6,10,5,1226,726,1438,1134,2035,12,26,5
pepP,3268,4888,2538,3049,2247,2873,6732,5004,4981,1197,2478,1016,77,66,47,3354,2967,5986,3903,7956,58,86,36
PMM1443,1130,1755,1396,1048,992,1923,7491,5582,5354,1498,2867,1245,72,59,55,3520,2605,6673,4235,7743,74,93,78
PMM1444,329,437,440,277,366,748,2717,1434,1924,680,1373,707,36,50,9,842,668,1752,1173,1834,15,24,13
nadD,271,282,322,208,282,622,987,969,1051,329,854,369,29,30,13,434,485,839,454,812,7,4,10
nadE,1288,1538,1284,1071,1073,1998,4627,3730,3341,862,2488,1005,96,81,29,2091,1826,3650,2304,4426,32,55,45
PMM1447,1557,1413,1739,1073,1063,3110,1296,889,830,245,655,289,65,28,28,1878,1699,680,433,1036,15,24,24
PMM1448,2778,2355,3269,1768,1582,5298,1221,888,912,212,589,282,65,27,18,2601,2816,826,396,1117,8,18,13
petF1,14203,11762,15005,10201,8318,22430,2957,2618,3488,762,1927,797,196,97,48,11840,16829,3894,2328,4097,32,57,25
atpG,105408,85671,110048,75713,56746,132689,16168,14533,20640,5424,9499,4289,998,503,332,88615,133784,26281,17210,26873,199,331,155
atpA,300831,241488,294698,203561,144070,337369,42145,34225,53940,14658,23010,11518,2916,1495,899,259246,378185,66572,43411,74484,560,796,409
atpH,286449,216169,234215,165768,125585,261466,30530,26353,36520,9409,15025,7148,2103,1076,667,241687,294070,49737,27697,61162,394,644,330
atpF,339708,274157,291683,222475,156091,314987,35395,32212,41417,12047,16182,7603,2193,1127,721,292258,349683,61259,34330,73385,457,782,347
atpF2,274395,251161,254462,199278,137591,275241,28842,29814,35025,10241,13783,5871,1772,947,608,236636,300678,54515,29550,62650,324,567,145
atpB,161261,110009,150842,103344,74689,187872,20875,20594,25932,6832,12612,4756,1339,776,437,126081,178205,32456,18395,40881,296,438,196
ccdA,12934,14638,7690,9412,7829,9093,7935,6728,5647,1474,3475,1450,149,108,94,7881,7317,7431,4241,8416,49,111,46
ccsB,703,1049,772,729,786,1308,1595,1089,773,320,1319,749,111,45,28,926,595,747,376,1228,14,24,23
queF,641,910,786,358,524,1021,2948,1783,1573,403,937,429,24,15,10,2108,1351,2162,1643,3239,16,43,13
PMM1462,6028,15314,6513,4623,1543,6043,6937,2096,3221,633,1533,519,147,123,64,31181,6431,2587,583,9698,31,36,18
glnK,5560,14806,6692,4514,1631,7392,10172,2471,4323,1146,2123,888,217,234,106,32191,6491,3297,1273,11491,75,91,37
tly,182,279,296,188,227,513,1131,727,467,283,996,460,59,35,14,481,295,652,380,966,6,16,14
purB,4855,6892,3220,3457,3576,3817,14496,12631,14056,3933,7819,2705,169,158,88,5397,5152,16676,13809,18336,129,164,100
fumc,2008,3040,2280,1832,2132,3162,6742,5785,5614,1542,4442,1708,147,113,61,3960,3160,6377,4488,7755,64,79,64
ski2,1566,1805,1432,1327,1453,2628,9532,8526,8110,2139,5541,2295,122,107,71,2993,2622,6617,4109,7907,50,93,49
bioF,1656,1998,1953,1466,1366,3443,2703,2014,1841,425,1444,661,78,69,35,3094,2450,1970,1159,2681,29,42,31
PMM1469,330,363,405,279,295,793,614,477,366,90,470,212,25,36,12,591,426,374,204,565,7,7,3
cds-WP_011133098.1,432,486,522,355,438,990,960,832,697,174,859,348,41,26,15,845,615,824,419,1036,2,9,10
cioD,442,467,508,346,357,901,786,579,561,181,708,345,27,21,17,675,789,591,398,769,9,8,6
bioA,1379,1431,1511,1101,1210,2480,2570,2229,2356,659,2103,1013,80,54,41,2177,2481,2663,1830,2960,25,51,27
PMM1473,298,444,354,286,352,671,1755,1375,1166,329,1561,811,44,31,30,711,350,1030,615,1313,16,19,14
PMM1474,198,281,218,176,226,464,1305,979,736,217,1039,565,36,27,15,554,253,676,382,914,9,9,11
rsmG,747,880,676,630,555,1016,1330,1067,877,237,801,398,46,28,14,1175,873,1126,640,1304,8,16,8
PMM1476,1712,2541,1675,1734,2170,4196,2902,2174,2446,664,3181,1798,209,212,150,1704,1420,1552,1074,2142,47,104,70
fer,5693,6606,4663,5383,5551,9027,5748,4299,6130,1541,4478,2812,244,203,136,3684,4791,5093,2954,5747,70,116,63
ycf35,32891,36433,18288,28396,25824,33336,17044,16198,21727,4688,11316,5831,449,350,232,15236,24297,23091,15448,23229,177,323,152
PMM1479,26956,28906,13093,21385,19163,23225,11961,11906,14819,3242,7195,3507,292,221,166,10833,17952,16737,11644,16691,108,236,77
PMM1480,4391,5335,3642,3904,4570,7006,6578,5571,6214,1259,3795,1647,102,132,66,4036,3149,5477,2799,6343,63,109,54
rlmN,6838,8232,10109,6285,5163,13996,10373,9441,9482,2210,6424,2643,178,151,114,12603,8498,8637,4541,9282,81,198,74
hli3,8228,8224,10448,7082,5327,14253,8710,9812,10365,2097,5069,1821,90,67,51,12386,11692,10383,6135,10214,82,154,62
rpoC2,103883,92390,130612,97765,56322,139006,157721,121195,137236,43972,58345,27096,1117,777,693,163810,168300,164627,120960,166804,1216,1717,1021
rpoC1,72744,67033,86246,60271,41539,97319,99924,81147,88102,24429,40285,17905,1050,856,563,107372,111207,100796,73359,100062,689,1047,601
rpoB,123052,114730,134617,108304,82394,196310,153314,143166,156090,44560,80842,36300,2731,2287,1521,158806,181980,162454,114718,165776,1558,2216,1609
dtd3,3813,4467,5830,3770,3756,10618,4990,4600,5497,1336,3211,1301,122,153,137,7198,7419,4864,2449,5674,115,174,122
rpsT,6547,6299,6005,4635,4219,10001,6062,5371,6197,1481,3141,1201,92,99,91,8689,10548,6961,3414,7570,67,150,73
hisD,1708,2344,2752,1478,1685,4133,6094,3840,4153,1018,2457,1015,111,104,82,4968,3727,4371,2459,5047,53,93,63
rpiA,14750,17522,16222,13179,8196,15934,8736,6950,5384,1827,3603,1427,167,136,106,26325,14544,9558,5652,11267,72,99,68
rimP,4655,4356,4225,1674,2776,6169,6814,7069,7616,877,2964,1058,35,34,21,4626,4620,4588,1997,7234,33,80,23
nusA,12845,10595,14525,8762,7894,20917,31592,26426,34062,7895,12960,5132,173,120,147,19599,25924,30229,18740,31592,256,442,205
infB,19149,18740,22566,15697,14595,31731,43507,32377,38159,10906,17274,7411,347,309,351,32518,39875,44305,30219,43199,331,544,351
PMM1495,1745,2496,1552,1230,1418,1852,2164,1633,1398,331,1491,746,84,56,26,1909,1177,1491,716,2349,14,33,22
PMM1496,2662,3556,2266,1561,1911,3254,5166,3364,3277,738,3189,1567,139,113,31,3183,2509,3027,1396,4805,21,50,32
PMM1497,2136,3417,2454,1455,2106,3639,3435,2475,2220,605,2470,1167,152,90,43,3870,2552,2543,1734,3391,26,44,28
PMM1498,13288,17753,7438,9902,11942,11498,4587,2785,3023,1092,3910,2237,452,289,85,6490,6871,2915,2151,3798,52,81,48
dapL,11954,15016,9903,9095,6130,10431,11995,8163,8939,3218,7085,3979,363,267,89,16138,13241,11794,7859,13590,97,108,75
rne,12088,11750,13009,11423,9575,24179,23767,16533,12831,7527,33735,16763,2554,1778,332,14280,11859,15212,6523,20921,242,371,247
rnhB,809,759,1191,1157,1336,3171,2118,1592,1495,1274,7324,3789,550,342,64,1280,894,1258,646,2024,31,39,25
PMM1503,815,1053,1379,728,795,2127,1951,998,731,473,1250,746,166,154,53,2492,1386,903,582,1419,29,49,21
pheA,6894,7443,6188,4159,5553,8103,7228,6342,7691,1480,4199,2043,161,128,67,7050,7800,8487,4597,9499,61,109,39
ubiE,2694,4065,3231,2571,2993,4442,2159,1474,1640,476,1357,776,118,109,82,2899,2034,1116,700,1940,38,65,36
lon,35345,42417,37147,31878,25960,50345,18365,17234,18865,4824,11632,4937,612,508,326,51260,42835,21331,12609,26354,222,352,157
rpsJ,112979,114393,91838,81592,61321,112245,49602,46424,49492,12302,24857,8373,1067,841,489,131084,124495,61943,43462,75900,518,693,363
tuf,513034,516993,381223,407365,248432,413027,230786,198044,200496,65266,98443,35402,3866,3039,1542,509246,476708,259044,183140,319387,2098,2871,1608
fusA,303597,333364,244100,250192,165160,279021,140697,124044,123806,34877,58112,21206,2674,2309,1188,318180,298875,164366,105552,194957,1266,1836,931
rpsG,57427,56828,63465,46511,30621,70688,36905,28222,34815,9918,14740,6205,787,710,327,89085,84412,46421,24964,49238,413,512,352
rpsL,32864,32582,32314,26845,18777,39174,23015,16392,20780,6364,9079,3975,545,453,195,51542,51585,28221,15863,29558,234,310,176
glsF,5401,8851,7046,5608,7829,10020,28631,21358,26106,6982,15172,7815,299,291,275,9262,8297,23081,16595,24242,222,382,205
PMM1513,251,446,326,217,294,429,987,968,1017,221,492,266,5,6,14,378,396,947,506,1027,11,9,4
lipA1,1169,1733,1151,894,1236,1821,5279,3765,4281,1034,2961,1481,95,65,53,2448,2493,4874,2773,6036,47,78,37
PMM1517,246,564,872,288,600,1774,1117,630,570,453,3108,1804,238,128,41,1586,375,623,428,1071,15,17,23
spr,152,246,130,105,165,219,566,306,201,77,578,237,22,10,10,188,88,257,151,399,2,8,5
psaL,88367,88439,110930,49315,83982,132093,39704,42058,56228,9714,22165,9671,1051,690,434,167376,198341,84769,65239,87378,401,679,350
psaI,27962,29579,35524,15935,28215,42042,11881,13301,18138,2975,7138,2973,305,250,156,52022,65386,26425,21117,26509,122,197,114
PMM1522,4925,6535,8085,4765,3909,13242,5854,6786,7733,1548,4761,2058,170,105,42,10956,11844,7312,3977,8887,39,77,44
psaB,600421,799300,916534,582900,679329,1078879,724179,784585,875057,188621,311704,140367,7411,4490,4057,1135138,1477382,1150490,829218,1052509,5490,9694,4161
psaA,705948,746784,926495,582068,718191,1102710,755750,833383,988882,197501,339053,154594,7607,4706,4413,1178912,1716543,1285367,933128,1271109,6199,10872,4374
cobJ,830,849,1294,718,629,1967,2321,1561,1671,654,1709,1005,125,74,26,1818,2122,1679,1017,2127,22,33,24
gph,259,382,376,242,288,550,1210,853,665,257,591,278,20,24,7,626,416,709,499,851,11,8,7
alr,510,785,810,521,804,1684,1862,1324,1200,489,1818,828,138,104,64,1311,693,1166,698,1447,22,46,41
prfA,10097,11408,13960,9374,6999,19466,11829,7564,8658,3496,7812,4225,594,484,182,17617,16033,10476,4942,13124,132,181,124
rpmE,41587,46426,45008,35989,24793,53390,24648,23730,26122,7034,12884,5028,646,533,294,60021,62321,37921,20917,41781,198,401,123
